lat;lon;elevacion;pendiente;orientacion;temp_max;temp_media;temp_min;precipitacion;viento_medio;racha_max;dir_viento;humedad_media;prec_acum_7d;tmax_max_7d;dias_sin_lluvia;veg_Agricola;veg_Coniferas;veg_Frondosas;veg_Matorral;veg_Pastizal;veg_Urbano_Antropizado;veg_Urbano_Otros
38,930852;-0,321449;318,0;11,75;267,53;30,4;25,3;20,7;0,0;16,1;33,5;94,0;43,8;0,8;30,9;1,0;True;False;False;False;False;False;False
38,703621;-0,396296;495,0;6,46;37,55;33,7;26,2;17,4;0,0;12,0;44,3;219,0;44,8;2,0;32,6;2,0;False;False;False;False;True;False;False
38,702611;-0,197596;830,0;18,76;234,42;28,9;23,5;19,4;0,0;10,5;33,8;180,0;49,3;5,5;28,5;2,0;False;False;False;True;False;False;False
40,228564;-0,060978;500,0;9,21;289,41;26,3;20,5;14,7;0,4;1,4;8,9;13,0;80,8;1,799999999999993;27,4;6,0;False;True;False;False;False;False;False
40,085427;-0,511795;615,0;18,19;10,29;29,8;24,1;18,4;6,4;4,4;13,1;18,0;71,3;4,000000000000004;32,9;1,0;False;True;False;False;False;False;False
38,479741302551815;-0,9486478741210432;756,0;18,3;347,98;24,1;18,7;11,6;0,0;8,0;21,2;268,0;47,3;0,6;25,0;2,0;False;True;False;False;False;False;False
39,5805938887713;-0,652839545550279;143,0;3,66;10,5;23,1;13,4;4,4;0,0;26,5;60,8;278,0;37,5;1,3;27,3;2,0;True;False;False;False;False;False;False
40,21578730916612;-0,5362832456864705;1199,0;3,94;121,42;7,9;3,6;1,0;0,0;34,8;86,0;347,0;65,0;1,0;16,6;4,0;False;False;False;True;False;False;False
39,57086855906364;-0,7596361565700924;299,0;5,33;90,0;20,8;15,9;12,4;0,0;20,9;46,1;287,0;53,8;12,4;26,5;0,0;True;False;False;False;False;False;False
39,734393;-1,026143;568,0;8,77;100,06;33,0;24,0;14,9;0,0;4,2;12,8;25,0;37,4;0,0;30,6;12,0;False;True;False;False;False;False;False
39,435259;-0,848684;535,0;6,79;11,27;17,0;12,3;8,2;0,0;10,4;23,4;253,0;50,2;142,20000000000002;18,4;2,0;False;False;False;True;False;False;False
38,59296098230352;-0,3597383655728698;837,0;25,3;21,39;18,1;13,8;8,9;2,7;11,9;33,5;264,0;72,7;1,4;19,5;0,0;False;True;False;False;False;False;False
39,355986;-0,680918;174,0;1,23;32,89;28,3;21,4;15,0;0,0;17,3;46,4;271,0;52,8;0,2;34,6;0,0;True;False;False;False;False;False;False
39,56836267511432;-0,4556514967228153;123,0;2,72;100,91;19,8;13,8;9,4;0,1;42,1;84,6;285,0;34,3;4,6;28,6;0,0;False;False;False;True;False;False;False
39,715248;-0,634363;306,0;6,79;191,31;34,4;26,8;19,3;0,0;4,2;12,5;24,0;50,0;1,3999999999999964;32,9;0,0;False;True;False;False;False;False;False
